Customer_Name,Gender,Salary,Area,Sub_category,Brand,Price,Quantity,Order Date,Recency,History,Offer,Profit
Craig Reiter,Female,55042.48,Surburban,Men's Footwear,REF,2397,3,17-09-2017,8,20834.1,64,77.5764
Craig Reiter,Female,30628.53,Urban,Men's Footwear,REF,2397,3,17-09-2017,9,7815.5,75,8.9544
Craig Reiter,Male,45778.37,Surburban,Men's Footwear,REF,1598,2,17-09-2017,7,21498.4,68,65.435
Eugene Hildebrand,Female,14959.42,Urban,Men's Footwear,REF,1598,2,17-09-2017,4,20353.9,71,7.056
Eugene Hildebrand,Male,15140.35,Surburban,Men's Footwear,REF,1598,1,16-08-2016,9,5589.5,71,5.1042
Cassandra Brandow,Female,14734.64,Surburban,Men's Footwear,REF,2397,1,24-12-2015,9,12873,70,99.432
Cassandra Brandow,Male,15260.96,Urban,Men's Footwear,REF,1598,3,28-11-2017,3,5233.2,75,494.9725
Cassandra Brandow,Male,2339.2,Urban,Men's Footwear,REF,1598,3,28-11-2017,1,29462.3,71,35.982
Sibella Parks,Male,63616.45,Surburban,Men's Footwear,REF,2397,1,01-05-2016,7,29218,64,1.2948
Roy Collins,Male,60005.07,Urban,Men's Footwear,REF,1598,1,01-05-2016,8,5118.4,71,-142.071
Tiffany House,Male,104869.13,Urban,Men's Footwear,REF,2397,1,01-05-2016,9,19001.5,75,-2.0108
Tiffany House,Female,1200,Surburban,Men's Footwear,REF,2397,1,01-10-2016,9,420,64,9.5688
Resi Pölking,Male,27523.28,Rural,Men's Footwear,REF,2397,1,25-08-2015,8,3544.1,64,4.5882
Meg O'Connel,Female,27541.45,Surburban,Men's Footwear,REF,2397,1,25-08-2015,12,6189.4,64,29.6688
Meg O'Connel,Female,3879.75,Urban,Men's Footwear,REF,2397,1,09-09-2014,5,12735.8,75,79.8912
Tamara Dahlen,Female,68372.83,Rural,Men's Footwear,REF,2397,2,09-09-2014,9,16976.4,64,12.838
Rob Beeghly,Male,36414.63,Surburban,Men's Footwear,REF,2397,1,09-09-2014,4,39407.2,64,238.653
Rob Beeghly,Male,25578.64,Urban,Men's Footwear,REF,1598,1,03-12-2017,1,7431.9,71,79.8912
Rob Beeghly,Female,25083.51,Urban,Men's Footwear,REF,2397,1,27-11-2017,3,3631.6,64,0.7665
Carol Darley,Male,33893.52,Rural,Men's Footwear,ZACK_Fo,2199,1,27-11-2017,4,16105.6,55,4.3584
Carol Darley,Male,51680.56,Surburban,Men's Footwear,ZACK_Fo,2199,1,21-06-2014,6,20155.1,55,-8.1312
Carol Darley,Female,3508.8,Surburban,Men's Footwear,ZACK_Fo,1499,1,21-06-2014,10,6272,70,-16.776
Carol Darley,Male,64786.58,Urban,Men's Footwear,ZACK_Fo,1699,1,21-01-2017,2,20515.6,69,7.056
Doug Jacobs,Female,59801.43,Surburban,Men's Footwear,ZACK_Fo,1499,1,21-01-2017,5,3894.1,70,111.591
Doug Jacobs,Male,59738.35,Surburban,Men's Footwear,ZACK_Fo,2999,1,21-01-2017,9,8856.4,68,42.0744
Doug Jacobs,Male,58453.43,Rural,Men's Footwear,ZACK_Fo,1499,1,21-01-2017,4,10297.7,65,152.0883
Grant Thornton,Female,61749.85,Urban,Men's Footwear,ZACK_Fo,1999,1,21-01-2017,3,1463,63,49.497
Grant Thornton,Male,1200,Urban,Men's Footwear,ZACK_Fo,2199,1,29-06-2017,10,28396.9,55,101.5794
Michael Chen,Female,66310.4,Surburban,Men's Footwear,ZACK_Fo,2199,1,06-09-2016,9,19883.5,55,29.985
Michael Chen,Female,1100,Urban,Men's Footwear,ZACK_Fo,1499,2,06-09-2016,6,26439.7,70,-2.4564
Michael Chen,Male,56564.22,Surburban,Men's Footwear,ZACK_Fo,1299,1,04-08-2016,7,13034.7,55,-6.567
Ralph Arnett,Female,50098.5,Rural,Men's Footwear,ZACK_Fo,2199,2,12-11-2015,10,19861.8,55,7.065
Naresj Patel,Female,60026.45,Surburban,Men's Footwear,ZACK_Fo,1299,1,30-06-2014,11,22607.9,57,1.64
Naresj Patel,Female,72886.14,Urban,Men's Footwear,ZACK_Fo,1499,1,04-12-2017,2,6431.6,70,-4.455
Naresj Patel,Male,70255.47,Surburban,Men's Footwear,ZACK_Fo,1299,2,28-08-2016,6,8160.6,62,5.6115
Alan Barnes,Female,87440.69,Urban,Men's Footwear,ZACK_Fo,1199,2,28-08-2016,3,2465.4,70,8.1432
Alan Barnes,Female,18332.83,Rural,Men's Footwear,ZACK_Fo,1699,3,22-01-2016,10,18954.6,69,37.366
Jesus Ocampo,Male,91568.86,Surburban,Men's Footwear,ZACK_Fo,2199,1,15-10-2014,4,5786.2,55,4.0383
Jesus Ocampo,Male,90613.62,Surburban,Men's Footwear,ZACK_Fo,1299,1,07-02-2016,2,2081.8,62,10.6232
Jesus Ocampo,Female,84752.47,Surburban,Men's Footwear,ZACK_Fo,1499,1,18-03-2014,10,9214.8,70,-16.426
Jesus Ocampo,Male,56518.51,Surburban,Men's Footwear,ZACK_Fo,1499,1,18-03-2014,9,14152.6,70,-1811.0784
Jesus Ocampo,Female,2942.65,Surburban,Men's Footwear,ZACK_Fo,1199,2,18-03-2014,10,8593.9,70,7.4816
Jesus Ocampo,Female,1613,Rural,Men's Footwear,ZACK_Fo,1499,2,18-03-2014,5,8641.5,65,1.002
Jesus Ocampo,Male,1906.98,Rural,Men's Footwear,ZACK_Fo,2199,1,18-03-2014,1,25043.9,55,8.0766
Dorris liebe,Male,73393.11,Surburban,Men's Footwear,ZACK_Fo,1499,1,18-03-2014,4,4099.9,65,5.9175
Alejandro Savely,Male,78115.71,Surburban,Men's Footwear,ZACK_Fo,999,1,18-03-2014,8,4792.2,55,15.294
Jay Kimmel,Female,68613.93,Surburban,Men's Footwear,ZACK_Fo,1499,1,24-05-2014,5,12519.5,65,56.9772
Brad Norvell,Male,85789.86,Rural,Men's Footwear,ZACK_Fo,1299,1,11-07-2017,3,25206.3,57,17.238
Brad Norvell,Male,17670.18,Urban,Men's Footwear,ZACK_Fo,1499,1,16-06-2017,10,26040,70,4.3368
Brad Norvell,Male,76558.11,Urban,Men's Footwear,ZACK_Fo,1699,2,16-06-2017,8,5086.2,69,9.3312
David Philippe,Male,68802.2,Surburban,Men's Footwear,ZACK_Fo,1499,1,16-06-2017,1,19860.4,65,92.2368
David Philippe,Male,58771.44,Urban,Men's Footwear,ZACK_Fo,2999,2,30-01-2015,4,5108.6,68,81.8496
David Philippe,Female,5544,Urban,Men's Footwear,ZACK_Fo,2999,1,30-01-2015,2,294,68,215.9973
Tracy Hopkins,Male,2304,Urban,Men's Footwear,ZACK_Fo,1699,2,11-12-2015,10,10278.8,69,-8.9796
Arthur Prichep,Male,80714.85,Urban,Men's Footwear,ZACK_Fo,1299,1,09-10-2017,2,6403.6,62,9.1776
Roland Schwarz,Male,76390.24,Urban,Men's Footwear,ZACK_Fo,1199,1,29-07-2017,1,2981.3,62,22.2444
Roland Schwarz,Male,882.83,Urban,Men's Footwear,ZACK_Fo,1299,1,25-04-2014,2,9307.9,62,37.797
Roland Schwarz,Male,73339.38,Urban,Men's Footwear,ZACK_Fo,1299,2,01-12-2015,11,19292.7,57,5.56
Dorris liebe,Male,95470.84,Rural,Men's Footwear,ZACK_Fo,1299,1,04-12-2014,3,4872,62,62.3904
Seth Vernon,Male,69258.43,Surburban,Men's Footwear,ZACK_Fo,1499,1,26-08-2017,8,11497.5,70,15.1158
Kelly Collister,Female,73160.92,Surburban,Men's Footwear,ZACK_Fo,1299,1,07-09-2014,2,11645.2,62,109.6113
Christine Kargatis,Male,97690.4,Rural,Men's Footwear,ZACK_Fo,1299,1,21-12-2017,5,18911.2,57,33.5772
Christine Kargatis,Female,19422.39,Urban,Men's Footwear,ZACK_Fo,2199,1,06-12-2014,3,25235,55,-14.3856
Ross DeVincentis,Male,87927.6,Surburban,Men's Footwear,ZACK_Fo,1299,1,04-11-2014,4,34.3,62,2.7222
Michael Paige,Male,53589.11,Urban,Men's Footwear,ZACK_Fo,2999,1,04-11-2014,7,282.1,68,5.096
Michael Paige,Male,67213.33,Surburban,Men's Footwear,ZACK_Fo,1499,1,14-04-2016,4,8853.6,65,12.18
Steve Chapman,Male,75797.92,Surburban,Men's Footwear,ZACK_Fo,1699,1,04-10-2014,11,33483.1,69,31.0856
Jay Fein,Male,80002.46,Surburban,Men's Footwear,ZACK_Fo,1499,1,07-11-2017,8,24779.3,65,-71.994
Jay Fein,Female,57197.6,Urban,Men's Footwear,ZACK_Fo,1699,1,07-11-2017,5,12366.2,69,-140.1408
Emily Grady,Male,95137.43,Urban,Men's Footwear,ZACK_Fo,1499,1,22-12-2017,1,755.3,70,-1.3128
Emily Grady,Female,53024.28,Urban,Men's Footwear,ZACK_Fo,1499,5,22-12-2017,5,13462.4,70,94.4937
Emily Grady,Female,71311.07,Urban,Men's Footwear,ZACK_Fo,2199,1,13-02-2017,6,2998.1,55,1.7901
Emily Grady,Female,72251.34,Urban,Men's Footwear,ZACK_Fo,1499,1,13-02-2017,10,19790.4,65,343.9828
Emily Grady,Male,27738.3,Urban,Men's Footwear,ZACK_Fo,999,1,13-02-2017,11,5737.2,61,21.506
Darrin Sayre,Male,66298.94,Urban,Men's Footwear,ZACK_Fo,999,2,02-07-2014,11,1878.8,55,2.1762
Darrin Sayre,Male,64252.97,Surburban,Men's Footwear,ZACK_Fo,1299,2,21-02-2015,12,9207.1,57,23.0864
Darrin Sayre,Female,76260.48,Surburban,Men's Footwear,ZACK_Fo,1999,1,13-11-2015,10,13512.8,63,94.4925
Darrin Sayre,Female,35019.7,Surburban,Men's Footwear,ZACK_Fo,999,3,13-11-2015,9,5162.5,61,19.8716
Darrin Sayre,Female,62895.51,Surburban,Men's Footwear,ZACK_Fo,2999,1,13-11-2015,2,20032.6,68,56.9943
Gary Zandusky,Male,58929.57,Surburban,Men's Footwear,ZACK_Fo,1299,1,13-11-2015,5,4654.3,57,43.1904
Phillina Ober,Female,60907.35,Surburban,Men's Footwear,ZACK_Fo,1299,1,16-04-2017,2,4799.9,55,9.5448
Phillina Ober,Female,59795.45,Surburban,Men's Footwear,ZACK_Fo,1499,1,16-04-2017,6,21954.8,70,1.5588
Phillina Ober,Female,62030.75,Urban,Men's Footwear,ZACK_Fo,2999,1,25-02-2016,2,12085.5,68,17.52
Sung Shariari,Male,59352.16,Rural,Men's Footwear,ZACK_Fo,1699,1,04-11-2014,12,11407.2,69,13.4292
Sung Shariari,Female,45662.89,Surburban,Men's Footwear,ZACK_Fo,1299,1,20-06-2015,4,9027.2,57,100.4796
Sung Shariari,Male,57859.38,Urban,Men's Footwear,ZACK_Fo,1299,1,20-06-2015,6,18055.8,62,47.241
Sung Shariari,Female,55036.2,Surburban,Men's Footwear,ZACK_Fo,1299,1,07-08-2017,1,3350.9,62,21.9978
Maya Herman,Male,56605.1,Urban,Men's Footwear,ZACK_Fo,1199,1,12-05-2014,10,6591.2,62,-130.0104
Maya Herman,Male,54721.07,Surburban,Men's Footwear,ZACK_Fo,1499,1,22-11-2015,4,1680,71,-1.3584
Peter Bühler,Female,55384.48,Surburban,Men's Footwear,ZACK_Fo,2999,1,04-12-2015,4,2192.4,68,-6.0324
Roland Fjeld,Male,54524.87,Rural,Men's Footwear,ZACK_Fo,1499,1,08-06-2014,7,448,65,73.194
Roland Fjeld,Female,55730.26,Urban,Men's Footwear,ZACK_Fo,1299,2,08-08-2014,8,4932.9,57,110.0528
Roland Fjeld,Male,46107.07,Urban,Men's Footwear,ZACK_Fo,2999,2,17-04-2015,11,12243.7,68,2.224
Yoseph Carroll,Female,7342,Surburban,Men's Footwear,ZACK_Fo,2999,1,17-04-2015,1,26789.7,68,129.348
Melanie Seite,Male,53800.59,Urban,Men's Footwear,ZACK_Fo,1299,1,17-04-2015,4,5716.2,57,68.5965
Nona Balk,Female,63447.14,Surburban,Men's Footwear,ZACK_Fo,1499,1,17-04-2015,10,8517.6,65,419.8185
Debra Catini,Female,58543.14,Urban,Men's Footwear,ZACK_Fo,1299,1,17-04-2015,9,9695.7,65,5.8604
Debra Catini,Female,41128.0629,Rural,Men's Footwear,ZACK_Fo,1199,1,11-06-2016,1,18944.1,62,71.991
Christine Phan,Male,105713.32,Surburban,Men's Footwear,ZACK_Fo,1199,1,11-03-2016,9,16578.8,62,31.5372
Barry Französisch,Male,94989.27,Surburban,Men's Footwear,ZACK_Fo,2199,2,11-03-2016,1,7827.4,55,125.1432
Andrew Roberts,Male,85945.88,Urban,Men's Footwear,ZACK_Fo,1499,2,26-05-2014,10,9310,70,23.232
Julie Creighton,Male,80225.25,Urban,Men's Footwear,ZACK_Fo,999,5,12-10-2017,11,24794,55,0.4356
Lisa Hazard,Male,27541.46,Urban,Men's Footwear,ZACK_Fo,999,1,12-10-2017,11,27993.7,55,36.917
Chris Selesnick,Male,27635.89,Surburban,Men's Footwear,ZACK_Fo,1199,1,22-06-2017,8,4308.5,62,-7.5768
Chris Selesnick,Female,74724.6,Surburban,Men's Footwear,ZACK_Fo,1299,1,22-06-2017,6,3689,65,-23.8855
Chris Selesnick,Male,74517.02,Rural,Men's Footwear,ZACK_Fo,1499,3,22-06-2017,4,2627.1,65,0.6696
Chris Selesnick,Male,67013.36,Urban,Men's Footwear,ZACK_Fo,1299,1,15-01-2017,4,19190.5,67,3.8682
Chris Selesnick,Male,65454.62,Surburban,Men's Footwear,ZACK_Fo,999,1,15-01-2017,2,35984.2,55,312.676
Anthony Johnson,Female,51032.92,Surburban,Men's Footwear,ZACK_Fo,1299,1,02-04-2015,10,4400.2,61,-80.48
Laurel Elliston,Male,15204.8,Urban,Men's Footwear,ZACK_Fo,2199,1,02-04-2015,3,2002,55,-0.6265
Benjamin Venier,Female,3508.8,Urban,Men's Footwear,ZACK_Fo,1199,1,02-04-2015,3,5469.1,62,1.7991
Benjamin Venier,Male,58854.49,Surburban,Men's Footwear,ZACK_Fo,2199,1,03-09-2016,6,8932.7,55,14.17
Benjamin Venier,Male,58210.34,Surburban,Men's Footwear,ZACK_Fo,2999,1,10-12-2017,4,6351.8,68,5.7312
Benjamin Venier,Female,58311.81,Urban,Men's Footwear,ZACK_Fo,999,2,22-11-2016,10,3559.5,61,24.2256
Benjamin Venier,Male,59760.83,Urban,Men's Footwear,ZACK_Fo,1999,2,21-10-2016,2,24137.4,63,1.5444
Dan Lawera,Male,57711.57,Surburban,Men's Footwear,ZACK_Fo,1299,2,21-12-2015,9,9038.4,61,4.5738
Nick Zandusky,Female,56940.12,Surburban,Men's Footwear,ZACK_Fo,999,2,17-07-2015,3,19236.7,61,-13.7976
Nick Zandusky,Female,53432.4,Surburban,Men's Footwear,ZACK_Fo,1199,2,30-04-2017,9,9269.4,62,6.216
Nick Zandusky,Male,95342.4,Rural,Men's Footwear,ZACK_Fo,1299,1,30-04-2017,5,12043.5,55,0.7425
Nick Zandusky,Male,56007.38,Urban,Men's Footwear,ZACK_Fo,2199,2,06-05-2017,10,14112.7,68,29.6
Bryan Mills,Female,65919.33,Surburban,Men's Footwear,ZACK_Fo,1199,1,20-11-2017,4,12737.9,70,9.68
Bryan Mills,Female,59484.3,Surburban,Men's Footwear,ZACK_Fo,999,1,11-11-2016,2,11270,55,74.8142
Bryan Mills,Female,66085.26,Urban,Men's Footwear,ZACK_Fo,1299,1,05-11-2016,4,517.3,61,-15.992
Bryan Mills,Male,85745,Urban,Men's Footwear,ZACK_Fo,1299,1,09-10-2016,9,1225.7,65,-15.5844
Erin Ashbrook,Male,9922.51,Surburban,Men's Footwear,ZACK_Fo,1299,2,21-09-2015,9,11644.5,62,0
Clay Ludtke,Male,67398.3,Rural,Men's Footwear,ZACK_Fo,1299,2,21-09-2015,3,17468.5,61,2.528
Liz Thompson,Female,44718.51,Surburban,Men's Footwear,ZACK_Fo,1699,1,02-12-2014,3,5421.5,69,-24.803
Sue Ann Reed,Female,1393.92,Surburban,Men's Footwear,ZACK_Fo,1299,1,02-12-2014,10,29842.4,61,1.4406
Sue Ann Reed,Male,40670.29,Surburban,Men's Footwear,ZACK_Fo,1299,1,02-12-2014,7,13255.9,62,-23.976
Sue Ann Reed,Male,43884.48,Surburban,Men's Footwear,ZACK_Fo,999,2,21-09-2014,12,11312,55,7.5284
Sue Ann Reed,Female,45348.21,Urban,Men's Footwear,ZACK_Fo,999,2,21-09-2014,1,5306,55,10.881
Joe Kamberova,Male,57587.2,Surburban,Men's Footwear,ZACK_Fo,999,3,21-09-2014,5,2402.4,55,3.1104
Erica Smith,Male,55738.58,Surburban,Men's Footwear,ZACK_Fo,1199,2,12-04-2014,2,14893.2,62,94.0702
Erica Smith,Male,38354.83,Surburban,Men's Footwear,ZACK_Fo,1699,1,12-04-2014,3,17920.7,69,38.3572
Rick Hansen,Female,37689.19,Surburban,Men's Footwear,ZACK_Fo,1499,1,12-04-2014,9,704.9,65,6.5569
David Bremer,Male,34660.11,Surburban,Men's Footwear,ZACK_Fo,1199,2,12-04-2014,3,32252.5,62,-18.147
David Bremer,Male,38773.08,Surburban,Men's Footwear,ZACK_Fo,1499,1,20-10-2017,5,6849.5,70,4.1416
David Bremer,Female,56868.41,Urban,Men's Footwear,ZACK_Fo,2199,1,20-10-2017,3,1207.5,55,18.7812
Carlos Daly,Male,50604.09,Rural,Men's Footwear,ZACK_Fo,2199,1,20-10-2017,1,8014.3,55,70.008
Helen Wasserman,Female,16296.74,Surburban,Men's Footwear,ZACK_Fo,1199,1,25-10-2016,8,5259.8,62,78.396
Helen Wasserman,Male,40383.34,Urban,Men's Footwear,ZACK_Fo,999,1,01-11-2015,2,7630.7,55,1.773
Helen Wasserman,Female,58481.36,Surburban,Men's Footwear,ZACK_Fo,2199,4,03-11-2017,5,1108.8,55,17.3754
Mike Caudle,Male,34562.3,Urban,Men's Footwear,ZACK_Fo,2199,1,12-05-2015,3,27038.9,55,5.778
Gary McGarr,Male,39844.63,Surburban,Men's Footwear,ZACK_Fo,1199,4,12-05-2015,11,13012.3,62,11.556
Russell Applegate,Male,30879.11,Urban,Men's Footwear,ZACK_Fo,1499,2,07-09-2015,1,14847,65,-2.0364
Russell Applegate,Male,44679.86,Urban,Men's Footwear,ZACK_Fo,999,1,25-07-2015,5,9666.3,55,0.471
Allen Armold,Female,46260.79,Surburban,Men's Footwear,ZACK_Fo,999,1,25-07-2015,10,196.7,55,6.2208
Allen Armold,Male,45191.52,Surburban,Men's Footwear,ZACK_Fo,999,2,25-07-2015,10,2879.1,55,56.392
Zuschuss Carroll,Female,53120.23,Rural,Men's Footwear,ZACK_Fo,2199,2,25-07-2015,12,2027.9,55,28.0784
Zuschuss Carroll,Male,89564.5,Urban,Men's Footwear,ZACK_Fo,1499,1,16-11-2015,5,1561.7,70,84.5154
Zuschuss Carroll,Male,40709.34,Urban,Men's Footwear,ZACK_Fo,2199,1,16-11-2015,12,8364.3,55,76.0878
Zuschuss Carroll,Male,46336.67,Rural,Men's Footwear,ZACK_Fo,999,1,16-11-2015,3,5212.2,55,36.3987
Pauline Johnson,Male,4031.28,Urban,Men's Footwear,ZACK_Fo,999,1,16-11-2015,11,6751.5,55,111.1035
Bart Watters,Female,52001.06,Urban,Men's Footwear,ZACK_Fo,1999,1,01-09-2015,2,4980.5,63,51.57
Dean Braden,Male,46344.92,Rural,Men's Footwear,ZACK_Fo,999,1,01-09-2015,11,2179.8,55,15.185
Cynthia Arntzen,Male,52101.87,Surburban,Men's Footwear,ZACK_Fo,1199,1,01-09-2015,3,3894.1,70,27.3592
Cynthia Arntzen,Male,6952.77,Urban,Men's Footwear,ZACK_Fo,1999,1,01-09-2015,12,17894.8,65,315.7404
Cynthia Arntzen,Female,39611.91,Urban,Men's Footwear,ZACK_Fo,1299,1,05-05-2016,1,20328,55,2.352
Cynthia Arntzen,Female,37336.44,Surburban,Men's Footwear,ZACK_Fo,2199,1,05-05-2016,10,24054.1,55,7.4694
Cynthia Arntzen,Female,37173.46,Urban,Men's Footwear,ZACK_Fo,2199,1,31-12-2016,10,7606.9,55,22.6782
Toby Ritter,Female,38549,Surburban,Men's Footwear,ZACK_Fo,2199,1,18-09-2017,2,27795.6,55,0.558
Toby Ritter,Female,18925.4,Surburban,Men's Footwear,ZACK_Fo,1199,1,18-09-2017,3,12061,62,-2.974
Patrick Gardner,Male,41651.34,Surburban,Men's Footwear,ZACK_Fo,999,1,25-09-2014,2,14228.9,55,10.56
Patrick Gardner,Female,49780.23,Urban,Men's Footwear,ZACK_Fo,1299,4,25-09-2014,5,36901.2,62,-97.2312
Greg Tran,Male,45352.39,Surburban,Men's Footwear,ZACK_Fo,1199,1,25-09-2014,3,6793.5,62,-4.3584
Greg Tran,Female,39465.31,Surburban,Men's Footwear,ZACK_Fo,2199,1,25-09-2014,2,813.4,55,1.1016
Greg Tran,Female,81704.93,Surburban,Men's Footwear,ZACK_Fo,2199,1,23-04-2016,1,9873.5,55,37.9176
Joel Eaton,Male,54019.79,Surburban,Men's Footwear,ZACK_Fo,2199,1,23-04-2016,2,37706.2,55,6.291
Joel Eaton,Female,60776.73,Urban,Men's Footwear,ZACK_Fo,2199,2,23-04-2016,4,6977.6,55,29.364
Joel Eaton,Female,57934.26,Urban,Men's Footwear,ZACK_Fo,2199,2,01-11-2014,3,2508.1,55,-94.333
Joel Eaton,Male,49268.74,Urban,Men's Footwear,ZACK_Fo,2199,1,01-11-2014,7,14614.6,55,54.5916
Jennifer Braxton,Male,55759,Urban,Men's Footwear,ZACK_Fo,2199,1,26-01-2017,12,15803.2,55,4.1769
Jennifer Braxton,Male,53901.66,Urban,Men's Footwear,ZACK_Fo,2199,1,26-01-2017,2,33319.3,55,3.4368
Jennifer Braxton,Male,54144.57,Surburban,Men's Footwear,ZACK_Fo,2199,1,11-11-2017,2,2332.4,55,2.8314
Lisa Hazard,Female,54542.83,Urban,Men's Footwear,ZACK_Fo,2199,1,11-11-2017,10,2965.2,55,9.3312
James Lanier,Male,56504.02,Urban,Men's Footwear,ZACK_Fo,2199,1,11-11-2017,10,14693.7,55,39.52
Ed Braxton,Male,48943.76,Urban,Men's Footwear,ZACK_Fo,2199,1,09-06-2016,11,13157.9,55,-27.828
Brian Moss,Male,77130.9,Urban,Men's Footwear,ZACK_Fo,2199,1,03-09-2015,9,16249.1,55,31.2858
Brian Moss,Male,63236.03,Surburban,Men's Footwear,ZACK_Fo,2199,1,14-03-2014,6,9368.8,55,284.98
Brian Moss,Female,53923.42,Urban,Men's Footwear,ZACK_Fo,2199,1,31-08-2017,9,1500.8,55,83.2097
Eudokia Martin,Male,55679.74,Urban,Men's Footwear,ZACK_Fo,2199,1,23-03-2017,1,35631.4,55,-32.3388
Eudokia Martin,Male,55014.11,Urban,Men's Footwear,ZACK_Fo,2199,1,18-05-2017,9,6497.4,55,-0.9012
Eudokia Martin,Female,55791.65,Rural,Men's Footwear,ZACK_Fo,2199,1,27-12-2016,7,7744.8,55,-12.0784
Eudokia Martin,Female,53133.6,Surburban,Men's Footwear,ZACK_Fo,2199,1,17-11-2017,10,441,55,14.2632
Art Foster,Male,62226.98,Urban,Men's Footwear,ZACK_Fo,2199,3,10-09-2017,10,13728.4,55,-1143.891
Art Foster,Male,62181.62,Urban,Men's Footwear,ZACK_Fo,2199,1,08-04-2017,2,1635.2,55,15.7584
Guy Armstrong,Female,3423.2,Surburban,Men's Footwear,MagMatri,1499,1,08-04-2017,9,7487.2,55,1264.7559
Dave Poirier,Male,55635.29,Surburban,Men's Footwear,MagMatri,1499,1,02-06-2016,10,623.7,53,-12.9568
Dave Poirier,Male,55282.83,Rural,Men's Footwear,MagMatri,2499,1,17-12-2017,8,12147.8,48,13.2352
Valerie Dominguez,Female,74274.2,Surburban,Men's Footwear,MagMatri,1299,1,19-03-2016,4,13850.2,73,6.8908
Greg Tran,Male,44324.8,Urban,Men's Footwear,MagMatri,2499,1,19-03-2016,11,11918.9,64,6.9088
Greg Tran,Female,39324.15,Surburban,Men's Footwear,MagMatri,1799,1,20-08-2017,1,28589.4,44,10.4754
Berenike Kampe,Female,54462.22,Surburban,Men's Footwear,MagMatri,1499,1,25-07-2017,9,200.9,66,9.5081
Berenike Kampe,Female,55749.99,Surburban,Men's Footwear,MagMatri,1499,1,26-08-2016,3,13345.5,60,100.196
Berenike Kampe,Female,58952.17,Surburban,Men's Footwear,MagMatri,1499,2,15-08-2016,3,20055.7,66,22.5296
Sanjit Jacobs,Female,59444.14,Surburban,Men's Footwear,MagMatri,1299,1,19-05-2017,10,6956.6,46,4.068
Sanjit Jacobs,Male,50582.65,Surburban,Men's Footwear,MagMatri,2599,1,19-05-2017,1,20816.6,59,98.2722
Chuck Magee,Male,60497.8,Surburban,Men's Footwear,MagMatri,1499,1,19-05-2017,8,8615.6,56,374.6286
Chuck Magee,Male,69445.79,Surburban,Men's Footwear,MagMatri,999,1,19-05-2017,10,14564.9,60,140.5957
Anthony Johnson,Male,64820.32,Surburban,Men's Footwear,MagMatri,998,2,12-08-2017,1,1082.2,70,7.2576
Anthony Johnson,Male,58254.88,Surburban,Men's Footwear,MagMatri,998,1,13-08-2017,1,7719.6,70,8.4888
Anthony Johnson,Male,40229.32,Rural,Men's Footwear,MagMatri,998,1,13-08-2017,8,7106.4,70,22.6233
Anthony Jacobs,Male,62160.89,Urban,Men's Footwear,MagMatri,998,1,13-08-2017,2,6089.3,70,15.4752
Anthony Jacobs,Male,59615.5,Surburban,Men's Footwear,MagMatri,1499,1,13-08-2017,3,36129.1,66,9.2568
Linda Southworth,Male,85009.6,Urban,Men's Footwear,MagMatri,2599,1,10-11-2016,11,8035.3,59,-3.312
Guy Phonely,Male,56646.78,Surburban,Men's Footwear,MagMatri,899,1,10-11-2016,8,11655,57,-2.436
Paul Knutson,Male,55164.07,Urban,Men's Footwear,MagMatri,998,1,12-06-2017,9,14410.2,70,1.068
Paul Knutson,Male,54726.09,Surburban,Men's Footwear,MagMatri,1497,1,22-03-2014,10,3245.2,66,23.235
Sally Matthias,Female,51674.05,Surburban,Men's Footwear,MagMatri,2599,1,15-06-2017,9,25788.7,50,1.7466
Sally Matthias,Male,56785.07,Rural,Men's Footwear,MagMatri,1299,1,16-11-2017,6,6539.4,73,24.3384
Guy Armstrong,Female,56382.06,Surburban,Men's Footwear,MagMatri,1499,1,29-12-2017,8,12796,60,2.9547
Chuck Clark,Male,42822.67,Surburban,Men's Footwear,MagMatri,1799,1,21-01-2016,9,5966.1,44,-5.7588
Chuck Clark,Male,42585.6,Surburban,Men's Footwear,MagMatri,1299,2,21-01-2016,11,3734.5,73,76.0116
Chuck Clark,Male,39130.09,Surburban,Men's Footwear,MagMatri,2495,1,15-01-2016,1,8098.3,75,24.5998
Anthony Garverick,Male,42341.58,Urban,Men's Footwear,MagMatri,1299,2,15-01-2016,10,16095.8,73,1.3514
Harold Pawlan,Female,39857.66,Surburban,Men's Footwear,MagMatri,1499,1,19-09-2016,11,21537.6,66,12.72
Dave Kipp,Male,56429.28,Surburban,Men's Footwear,MagMatri,1799,1,19-09-2016,5,39741.1,44,8.0997
Gary Zandusky,Female,99607.54,Surburban,Men's Footwear,MagMatri,1799,1,21-02-2014,1,5863.9,44,-13.7175
Peter McVee,Female,50376.67,Urban,Men's Footwear,MagMatri,999,1,11-11-2016,9,36929.9,60,2.2272
Lauren Leatherbury,Female,41750.78,Urban,Men's Footwear,MagMatri,999,1,30-01-2016,11,3956.4,50,5.8914
Jill Stevenson,Male,52538.71,Urban,Men's Footwear,MagMatri,1499,1,18-10-2016,8,14161,70,-34.641
Olvera Toch,Male,43224.62,Urban,Men's Footwear,MagMatri,999,1,18-12-2017,10,3840.2,55,1.7901
Ed Ludwig,Male,38906.6,Rural,Men's Footwear,MagMatri,1499,2,18-12-2017,9,6376.3,70,6.2208
